Time resolution is 1 ps
第 2096 行数据的第 6 位为 0
第 2096 行数据的第 7 位为 0
第 2097 行数据的第 0 位为 0
第 2097 行数据的第 1 位为 0
第 2097 行数据的第 2 位为 0
第 2097 行数据的第 3 位为 0
第 2097 行数据的第 4 位为 0
第 2097 行数据的第 5 位为 0
第 2097 行数据的第 6 位为 0
第 2097 行数据的第 7 位为 0
第 2098 行数据的第 0 位为 0
第 2098 行数据的第 1 位为 0
第 2098 行数据的第 2 位为 0
第 2098 行数据的第 3 位为 0
第 2098 行数据的第 4 位为 0
第 2098 行数据的第 5 位为 0
第 2098 行数据的第 6 位为 0
第 2098 行数据的第 7 位为 0
第 2099 行数据的第 0 位为 0
第 2099 行数据的第 1 位为 0
第 2099 行数据的第 2 位为 0
第 2099 行数据的第 3 位为 0
第 2099 行数据的第 4 位为 0
第 2099 行数据的第 5 位为 0
第 2099 行数据的第 6 位为 0
第 2099 行数据的第 7 位为 0
第 2100 行数据的第 0 位为 0
第 2100 行数据的第 1 位为 0
第 2100 行数据的第 2 位为 0
第 2100 行数据的第 3 位为 0
第 2100 行数据的第 4 位为 0
第 2100 行数据的第 5 位为 0
第 2100 行数据的第 6 位为 0
第 2100 行数据的第 7 位为 0
第 2101 行数据的第 0 位为 0
第 2101 行数据的第 1 位为 0
第 2101 行数据的第 2 位为 0
第 2101 行数据的第 3 位为 0
第 2101 行数据的第 4 位为 0
第 2101 行数据的第 5 位为 0
第 2101 行数据的第 6 位为 0
第 2101 行数据的第 7 位为 0
第 2102 行数据的第 0 位为 0
第 2102 行数据的第 1 位为 0
第 2102 行数据的第 2 位为 0
第 2102 行数据的第 3 位为 0
第 2102 行数据的第 4 位为 0
第 2102 行数据的第 5 位为 0
第 2102 行数据的第 6 位为 0
第 2102 行数据的第 7 位为 0
第 2103 行数据的第 0 位为 0
第 2103 行数据的第 1 位为 0
第 2103 行数据的第 2 位为 0
第 2103 行数据的第 3 位为 0
第 2103 行数据的第 4 位为 0
第 2103 行数据的第 5 位为 0
第 2103 行数据的第 6 位为 0
第 2103 行数据的第 7 位为 0
第 2104 行数据的第 0 位为 0
第 2104 行数据的第 1 位为 0
第 2104 行数据的第 2 位为 0
第 2104 行数据的第 3 位为 0
第 2104 行数据的第 4 位为 0
第 2104 行数据的第 5 位为 0
第 2104 行数据的第 6 位为 0
第 2104 行数据的第 7 位为 0
第 2105 行数据的第 0 位为 0
第 2105 行数据的第 1 位为 0
第 2105 行数据的第 2 位为 0
第 2105 行数据的第 3 位为 0
第 2105 行数据的第 4 位为 0
第 2105 行数据的第 5 位为 0
第 2105 行数据的第 6 位为 0
第 2105 行数据的第 7 位为 0
第 2106 行数据的第 0 位为 0
第 2106 行数据的第 1 位为 0
第 2106 行数据的第 2 位为 0
第 2106 行数据的第 3 位为 0
第 2106 行数据的第 4 位为 0
第 2106 行数据的第 5 位为 0
第 2106 行数据的第 6 位为 0
第 2106 行数据的第 7 位为 0
第 2107 行数据的第 0 位为 0
第 2107 行数据的第 1 位为 0
第 2107 行数据的第 2 位为 0
第 2107 行数据的第 3 位为 0
第 2107 行数据的第 4 位为 0
第 2107 行数据的第 5 位为 0
第 2107 行数据的第 6 位为 0
第 2107 行数据的第 7 位为 0
第 2108 行数据的第 0 位为 0
第 2108 行数据的第 1 位为 0
第 2108 行数据的第 2 位为 0
第 2108 行数据的第 3 位为 0
第 2108 行数据的第 4 位为 0
第 2108 行数据的第 5 位为 0
第 2108 行数据的第 6 位为 0
第 2108 行数据的第 7 位为 0
第 2109 行数据的第 0 位为 0
第 2109 行数据的第 1 位为 0
第 2109 行数据的第 2 位为 0
第 2109 行数据的第 3 位为 0
第 2109 行数据的第 4 位为 0
第 2109 行数据的第 5 位为 0
第 2109 行数据的第 6 位为 0
第 2109 行数据的第 7 位为 0
第 2110 行数据的第 0 位为 0
第 2110 行数据的第 1 位为 0
第 2110 行数据的第 2 位为 0
第 2110 行数据的第 3 位为 0
第 2110 行数据的第 4 位为 0
第 2110 行数据的第 5 位为 0
第 2110 行数据的第 6 位为 0
第 2110 行数据的第 7 位为 0
第 2111 行数据的第 0 位为 0
第 2111 行数据的第 1 位为 0
第 2111 行数据的第 2 位为 0
第 2111 行数据的第 3 位为 0
第 2111 行数据的第 4 位为 0
第 2111 行数据的第 5 位为 0
第 2111 行数据的第 6 位为 0
第 2111 行数据的第 7 位为 0
第 2112 行数据的第 0 位为 0
第 2112 行数据的第 1 位为 1
第 2112 行数据的第 2 位为 1
第 2112 行数据的第 3 位为 1
第 2112 行数据的第 4 位为 1
第 2112 行数据的第 5 位为 1
第 2112 行数据的第 6 位为 1
第 2112 行数据的第 7 位为 1
第 2113 行数据的第 0 位为 0
第 2113 行数据的第 1 位为 0
第 2113 行数据的第 2 位为 0
第 2113 行数据的第 3 位为 0
第 2113 行数据的第 4 位为 0
第 2113 行数据的第 5 位为 0
第 2113 行数据的第 6 位为 0
第 2113 行数据的第 7 位为 0
第 2114 行数据的第 0 位为 1
第 2114 行数据的第 1 位为 0
第 2114 行数据的第 2 位为 0
第 2114 行数据的第 3 位为 0
第 2114 行数据的第 4 位为 0
第 2114 行数据的第 5 位为 0
第 2114 行数据的第 6 位为 0
第 2114 行数据的第 7 位为 1
第 2115 行数据的第 0 位为 0
第 2115 行数据的第 1 位为 0
第 2115 行数据的第 2 位为 0
第 2115 行数据的第 3 位为 0
第 2115 行数据的第 4 位为 0
第 2115 行数据的第 5 位为 0
第 2115 行数据的第 6 位为 0
第 2115 行数据的第 7 位为 0
第 2116 行数据的第 0 位为 0
第 2116 行数据的第 1 位为 1
第 2116 行数据的第 2 位为 1
第 2116 行数据的第 3 位为 1
第 2116 行数据的第 4 位为 1
第 2116 行数据的第 5 位为 1
第 2116 行数据的第 6 位为 1
第 2116 行数据的第 7 位为 1
第 2117 行数据的第 0 位为 0
第 2117 行数据的第 1 位为 0
第 2117 行数据的第 2 位为 0
第 2117 行数据的第 3 位为 0
第 2117 行数据的第 4 位为 0
第 2117 行数据的第 5 位为 0
第 2117 行数据的第 6 位为 0
第 2117 行数据的第 7 位为 0
第 2118 行数据的第 0 位为 1
第 2118 行数据的第 1 位为 0
第 2118 行数据的第 2 位为 0
第 2118 行数据的第 3 位为 0
第 2118 行数据的第 4 位为 0
第 2118 行数据的第 5 位为 0
第 2118 行数据的第 6 位为 0
第 2118 行数据的第 7 位为 1
第 2119 行数据的第 0 位为 0
第 2119 行数据的第 1 位为 0
第 2119 行数据的第 2 位为 0
第 2119 行数据的第 3 位为 0
第 2119 行数据的第 4 位为 0
第 2119 行数据的第 5 位为 0
第 2119 行数据的第 6 位为 0
第 2119 行数据的第 7 位为 0
第 2120 行数据的第 0 位为 0
第 2120 行数据的第 1 位为 1
第 2120 行数据的第 2 位为 1
第 2120 行数据的第 3 位为 1
第 2120 行数据的第 4 位为 1
第 2120 行数据的第 5 位为 1
第 2120 行数据的第 6 位为 1
第 2120 行数据的第 7 位为 1
第 2121 行数据的第 0 位为 0
第 2121 行数据的第 1 位为 0
第 2121 行数据的第 2 位为 0
第 2121 行数据的第 3 位为 0
第 2121 行数据的第 4 位为 0
第 2121 行数据的第 5 位为 0
第 2121 行数据的第 6 位为 0
第 2121 行数据的第 7 位为 0
第 2122 行数据的第 0 位为 1
第 2122 行数据的第 1 位为 0
第 2122 行数据的第 2 位为 0
第 2122 行数据的第 3 位为 0
第 2122 行数据的第 4 位为 0
第 2122 行数据的第 5 位为 0
第 2122 行数据的第 6 位为 0
第 2122 行数据的第 7 位为 1
第 2123 行数据的第 0 位为 0
第 2123 行数据的第 1 位为 0
第 2123 行数据的第 2 位为 0
第 2123 行数据的第 3 位为 0
第 2123 行数据的第 4 位为 0
第 2123 行数据的第 5 位为 0
第 2123 行数据的第 6 位为 0
第 2123 行数据的第 7 位为 0
第 2124 行数据的第 0 位为 0
第 2124 行数据的第 1 位为 1
第 2124 行数据的第 2 位为 1
第 2124 行数据的第 3 位为 1
第 2124 行数据的第 4 位为 1
第 2124 行数据的第 5 位为 1
第 2124 行数据的第 6 位为 1
第 2124 行数据的第 7 位为 1
第 2125 行数据的第 0 位为 0
第 2125 行数据的第 1 位为 0
第 2125 行数据的第 2 位为 0
第 2125 行数据的第 3 位为 0
第 2125 行数据的第 4 位为 0
第 2125 行数据的第 5 位为 0
第 2125 行数据的第 6 位为 0
第 2125 行数据的第 7 位为 0
第 2126 行数据的第 0 位为 1
第 2126 行数据的第 1 位为 0
第 2126 行数据的第 2 位为 0
第 2126 行数据的第 3 位为 0
第 2126 行数据的第 4 位为 0
第 2126 行数据的第 5 位为 0
第 2126 行数据的第 6 位为 0
第 2126 行数据的第 7 位为 1
第 2127 行数据的第 0 位为 0
第 2127 行数据的第 1 位为 0
第 2127 行数据的第 2 位为 0
第 2127 行数据的第 3 位为 0
第 2127 行数据的第 4 位为 0
第 2127 行数据的第 5 位为 0
第 2127 行数据的第 6 位为 0
第 2127 行数据的第 7 位为 0
第 2128 行数据的第 0 位为 0
第 2128 行数据的第 1 位为 1
第 2128 行数据的第 2 位为 1
第 2128 行数据的第 3 位为 1
第 2128 行数据的第 4 位为 1
第 2128 行数据的第 5 位为 1
第 2128 行数据的第 6 位为 1
第 2128 行数据的第 7 位为 1
第 2129 行数据的第 0 位为 0
第 2129 行数据的第 1 位为 0
第 2129 行数据的第 2 位为 0
第 2129 行数据的第 3 位为 0
第 2129 行数据的第 4 位为 0
第 2129 行数据的第 5 位为 0
第 2129 行数据的第 6 位为 0
第 2129 行数据的第 7 位为 0
第 2130 行数据的第 0 位为 1
第 2130 行数据的第 1 位为 0
第 2130 行数据的第 2 位为 0
第 2130 行数据的第 3 位为 0
第 2130 行数据的第 4 位为 0
第 2130 行数据的第 5 位为 0
第 2130 行数据的第 6 位为 0
第 2130 行数据的第 7 位为 1
第 2131 行数据的第 0 位为 0
第 2131 行数据的第 1 位为 0
第 2131 行数据的第 2 位为 0
第 2131 行数据的第 3 位为 0
第 2131 行数据的第 4 位为 0
第 2131 行数据的第 5 位为 0
第 2131 行数据的第 6 位为 0
第 2131 行数据的第 7 位为 0
第 2132 行数据的第 0 位为 0
第 2132 行数据的第 1 位为 1
第 2132 行数据的第 2 位为 1
第 2132 行数据的第 3 位为 1
第 2132 行数据的第 4 位为 1
第 2132 行数据的第 5 位为 1
第 2132 行数据的第 6 位为 1
第 2132 行数据的第 7 位为 1
第 2133 行数据的第 0 位为 0
第 2133 行数据的第 1 位为 0
第 2133 行数据的第 2 位为 0
第 2133 行数据的第 3 位为 0
第 2133 行数据的第 4 位为 0
第 2133 行数据的第 5 位为 0
第 2133 行数据的第 6 位为 0
第 2133 行数据的第 7 位为 0
第 2134 行数据的第 0 位为 1
第 2134 行数据的第 1 位为 0
第 2134 行数据的第 2 位为 0
第 2134 行数据的第 3 位为 0
第 2134 行数据的第 4 位为 0
第 2134 行数据的第 5 位为 0
第 2134 行数据的第 6 位为 0
第 2134 行数据的第 7 位为 1
第 2135 行数据的第 0 位为 0
第 2135 行数据的第 1 位为 0
第 2135 行数据的第 2 位为 0
第 2135 行数据的第 3 位为 0
第 2135 行数据的第 4 位为 0
第 2135 行数据的第 5 位为 0
第 2135 行数据的第 6 位为 0
第 2135 行数据的第 7 位为 0
第 2136 行数据的第 0 位为 0
第 2136 行数据的第 1 位为 0
第 2136 行数据的第 2 位为 0
第 2136 行数据的第 3 位为 0
第 2136 行数据的第 4 位为 0
第 2136 行数据的第 5 位为 0
第 2136 行数据的第 6 位为 0
第 2136 行数据的第 7 位为 0
第 2137 行数据的第 0 位为 0
第 2137 行数据的第 1 位为 0
第 2137 行数据的第 2 位为 0
第 2137 行数据的第 3 位为 0
第 2137 行数据的第 4 位为 0
第 2137 行数据的第 5 位为 0
第 2137 行数据的第 6 位为 0
第 2137 行数据的第 7 位为 0
第 2138 行数据的第 0 位为 0
第 2138 行数据的第 1 位为 0
第 2138 行数据的第 2 位为 0
第 2138 行数据的第 3 位为 0
第 2138 行数据的第 4 位为 0
第 2138 行数据的第 5 位为 0
第 2138 行数据的第 6 位为 0
第 2138 行数据的第 7 位为 0
第 2139 行数据的第 0 位为 0
第 2139 行数据的第 1 位为 0
第 2139 行数据的第 2 位为 0
第 2139 行数据的第 3 位为 0
第 2139 行数据的第 4 位为 0
第 2139 行数据的第 5 位为 0
第 2139 行数据的第 6 位为 0
第 2139 行数据的第 7 位为 0
第 2140 行数据的第 0 位为 0
第 2140 行数据的第 1 位为 0
第 2140 行数据的第 2 位为 0
第 2140 行数据的第 3 位为 0
第 2140 行数据的第 4 位为 0
第 2140 行数据的第 5 位为 0
第 2140 行数据的第 6 位为 0
第 2140 行数据的第 7 位为 0
第 2141 行数据的第 0 位为 0
第 2141 行数据的第 1 位为 0
第 2141 行数据的第 2 位为 0
第 2141 行数据的第 3 位为 0
第 2141 行数据的第 4 位为 0
第 2141 行数据的第 5 位为 0
第 2141 行数据的第 6 位为 0
第 2141 行数据的第 7 位为 0
第 2142 行数据的第 0 位为 0
第 2142 行数据的第 1 位为 0
第 2142 行数据的第 2 位为 0
第 2142 行数据的第 3 位为 0
第 2142 行数据的第 4 位为 0
第 2142 行数据的第 5 位为 0
第 2142 行数据的第 6 位为 0
第 2142 行数据的第 7 位为 0
第 2143 行数据的第 0 位为 0
第 2143 行数据的第 1 位为 0
第 2143 行数据的第 2 位为 0
第 2143 行数据的第 3 位为 0
第 2143 行数据的第 4 位为 0
第 2143 行数据的第 5 位为 0
第 2143 行数据的第 6 位为 0
第 2143 行数据的第 7 位为 0
第 2144 行数据的第 0 位为 0
第 2144 行数据的第 1 位为 1
第 2144 行数据的第 2 位为 1
第 2144 行数据的第 3 位为 1
第 2144 行数据的第 4 位为 1
第 2144 行数据的第 5 位为 1
第 2144 行数据的第 6 位为 1
第 2144 行数据的第 7 位为 1
第 2145 行数据的第 0 位为 0
第 2145 行数据的第 1 位为 0
第 2145 行数据的第 2 位为 0
第 2145 行数据的第 3 位为 0
第 2145 行数据的第 4 位为 0
第 2145 行数据的第 5 位为 0
第 2145 行数据的第 6 位为 0
第 2145 行数据的第 7 位为 0
第 2146 行数据的第 0 位为 1
第 2146 行数据的第 1 位为 0
第 2146 行数据的第 2 位为 0
第 2146 行数据的第 3 位为 0
第 2146 行数据的第 4 位为 0
第 2146 行数据的第 5 位为 0
第 2146 行数据的第 6 位为 0
第 2146 行数据的第 7 位为 1
第 2147 行数据的第 0 位为 0
第 2147 行数据的第 1 位为 0
第 2147 行数据的第 2 位为 0
第 2147 行数据的第 3 位为 0
第 2147 行数据的第 4 位为 0
第 2147 行数据的第 5 位为 0
第 2147 行数据的第 6 位为 0
第 2147 行数据的第 7 位为 0
第 2148 行数据的第 0 位为 0
第 2148 行数据的第 1 位为 1
第 2148 行数据的第 2 位为 1
第 2148 行数据的第 3 位为 1
第 2148 行数据的第 4 位为 1
第 2148 行数据的第 5 位为 1
第 2148 行数据的第 6 位为 1
第 2148 行数据的第 7 位为 1
第 2149 行数据的第 0 位为 0
第 2149 行数据的第 1 位为 0
第 2149 行数据的第 2 位为 0
第 2149 行数据的第 3 位为 0
第 2149 行数据的第 4 位为 0
第 2149 行数据的第 5 位为 0
第 2149 行数据的第 6 位为 0
第 2149 行数据的第 7 位为 0
第 2150 行数据的第 0 位为 1
第 2150 行数据的第 1 位为 0
第 2150 行数据的第 2 位为 0
第 2150 行数据的第 3 位为 0
第 2150 行数据的第 4 位为 0
第 2150 行数据的第 5 位为 0
第 2150 行数据的第 6 位为 0
第 2150 行数据的第 7 位为 1
第 2151 行数据的第 0 位为 0
第 2151 行数据的第 1 位为 0
第 2151 行数据的第 2 位为 0
第 2151 行数据的第 3 位为 0
第 2151 行数据的第 4 位为 0
第 2151 行数据的第 5 位为 0
第 2151 行数据的第 6 位为 0
第 2151 行数据的第 7 位为 0
第 2152 行数据的第 0 位为 0
第 2152 行数据的第 1 位为 1
第 2152 行数据的第 2 位为 1
第 2152 行数据的第 3 位为 1
第 2152 行数据的第 4 位为 1
第 2152 行数据的第 5 位为 1
第 2152 行数据的第 6 位为 1
第 2152 行数据的第 7 位为 1
第 2153 行数据的第 0 位为 0
第 2153 行数据的第 1 位为 0
第 2153 行数据的第 2 位为 0
第 2153 行数据的第 3 位为 0
第 2153 行数据的第 4 位为 0
第 2153 行数据的第 5 位为 0
第 2153 行数据的第 6 位为 0
第 2153 行数据的第 7 位为 0
第 2154 行数据的第 0 位为 1
第 2154 行数据的第 1 位为 0
第 2154 行数据的第 2 位为 0
第 2154 行数据的第 3 位为 0
第 2154 行数据的第 4 位为 0
第 2154 行数据的第 5 位为 0
第 2154 行数据的第 6 位为 0
第 2154 行数据的第 7 位为 1
第 2155 行数据的第 0 位为 0
第 2155 行数据的第 1 位为 0
第 2155 行数据的第 2 位为 0
第 2155 行数据的第 3 位为 0
第 2155 行数据的第 4 位为 0
第 2155 行数据的第 5 位为 0
第 2155 行数据的第 6 位为 0
第 2155 行数据的第 7 位为 0
第 2156 行数据的第 0 位为 0
第 2156 行数据的第 1 位为 1
第 2156 行数据的第 2 位为 1
第 2156 行数据的第 3 位为 1
第 2156 行数据的第 4 位为 1
第 2156 行数据的第 5 位为 1
第 2156 行数据的第 6 位为 1
第 2156 行数据的第 7 位为 1
第 2157 行数据的第 0 位为 0
第 2157 行数据的第 1 位为 0
第 2157 行数据的第 2 位为 0
第 2157 行数据的第 3 位为 0
第 2157 行数据的第 4 位为 0
第 2157 行数据的第 5 位为 0
第 2157 行数据的第 6 位为 0
第 2157 行数据的第 7 位为 0
第 2158 行数据的第 0 位为 1
第 2158 行数据的第 1 位为 0
第 2158 行数据的第 2 位为 0
第 2158 行数据的第 3 位为 0
第 2158 行数据的第 4 位为 0
第 2158 行数据的第 5 位为 0
第 2158 行数据的第 6 位为 0
第 2158 行数据的第 7 位为 1
第 2159 行数据的第 0 位为 0
第 2159 行数据的第 1 位为 0
第 2159 行数据的第 2 位为 0
第 2159 行数据的第 3 位为 0
第 2159 行数据的第 4 位为 0
第 2159 行数据的第 5 位为 0
第 2159 行数据的第 6 位为 0
第 2159 行数据的第 7 位为 0
第 2160 行数据的第 0 位为 0
第 2160 行数据的第 1 位为 0
第 2160 行数据的第 2 位为 0
第 2160 行数据的第 3 位为 0
第 2160 行数据的第 4 位为 0
第 2160 行数据的第 5 位为 0
第 2160 行数据的第 6 位为 0
第 2160 行数据的第 7 位为 0
第 2161 行数据的第 0 位为 0
第 2161 行数据的第 1 位为 0
第 2161 行数据的第 2 位为 0
第 2161 行数据的第 3 位为 0
第 2161 行数据的第 4 位为 0
第 2161 行数据的第 5 位为 0
第 2161 行数据的第 6 位为 0
第 2161 行数据的第 7 位为 0
第 2162 行数据的第 0 位为 0
第 2162 行数据的第 1 位为 0
第 2162 行数据的第 2 位为 0
第 2162 行数据的第 3 位为 0
第 2162 行数据的第 4 位为 0
第 2162 行数据的第 5 位为 0
第 2162 行数据的第 6 位为 0
第 2162 行数据的第 7 位为 0
第 2163 行数据的第 0 位为 0
第 2163 行数据的第 1 位为 0
第 2163 行数据的第 2 位为 0
第 2163 行数据的第 3 位为 0
第 2163 行数据的第 4 位为 0
第 2163 行数据的第 5 位为 0
第 2163 行数据的第 6 位为 0
第 2163 行数据的第 7 位为 0
第 2164 行数据的第 0 位为 0
第 2164 行数据的第 1 位为 0
第 2164 行数据的第 2 位为 0
第 2164 行数据的第 3 位为 0
第 2164 行数据的第 4 位为 0
第 2164 行数据的第 5 位为 0
第 2164 行数据的第 6 位为 0
第 2164 行数据的第 7 位为 0
第 2165 行数据的第 0 位为 0
第 2165 行数据的第 1 位为 0
第 2165 行数据的第 2 位为 0
第 2165 行数据的第 3 位为 0
第 2165 行数据的第 4 位为 0
第 2165 行数据的第 5 位为 0
第 2165 行数据的第 6 位为 0
第 2165 行数据的第 7 位为 0
第 2166 行数据的第 0 位为 0
第 2166 行数据的第 1 位为 0
第 2166 行数据的第 2 位为 0
第 2166 行数据的第 3 位为 0
第 2166 行数据的第 4 位为 0
第 2166 行数据的第 5 位为 0
第 2166 行数据的第 6 位为 0
第 2166 行数据的第 7 位为 0
第 2167 行数据的第 0 位为 0
第 2167 行数据的第 1 位为 0
第 2167 行数据的第 2 位为 0
第 2167 行数据的第 3 位为 0
第 2167 行数据的第 4 位为 0
第 2167 行数据的第 5 位为 0
第 2167 行数据的第 6 位为 0
第 2167 行数据的第 7 位为 0
第 2168 行数据的第 0 位为 0
第 2168 行数据的第 1 位为 0
第 2168 行数据的第 2 位为 0
第 2168 行数据的第 3 位为 0
第 2168 行数据的第 4 位为 0
第 2168 行数据的第 5 位为 0
第 2168 行数据的第 6 位为 0
第 2168 行数据的第 7 位为 0
第 2169 行数据的第 0 位为 0
第 2169 行数据的第 1 位为 0
第 2169 行数据的第 2 位为 0
第 2169 行数据的第 3 位为 0
第 2169 行数据的第 4 位为 0
第 2169 行数据的第 5 位为 0
第 2169 行数据的第 6 位为 0
第 2169 行数据的第 7 位为 0
第 2170 行数据的第 0 位为 0
第 2170 行数据的第 1 位为 0
第 2170 行数据的第 2 位为 0
第 2170 行数据的第 3 位为 0
第 2170 行数据的第 4 位为 0
第 2170 行数据的第 5 位为 0
第 2170 行数据的第 6 位为 0
第 2170 行数据的第 7 位为 0
第 2171 行数据的第 0 位为 0
第 2171 行数据的第 1 位为 0
第 2171 行数据的第 2 位为 0
第 2171 行数据的第 3 位为 0
第 2171 行数据的第 4 位为 0
第 2171 行数据的第 5 位为 0
第 2171 行数据的第 6 位为 0
第 2171 行数据的第 7 位为 0
第 2172 行数据的第 0 位为 0
第 2172 行数据的第 1 位为 0
第 2172 行数据的第 2 位为 0
第 2172 行数据的第 3 位为 0
第 2172 行数据的第 4 位为 0
第 2172 行数据的第 5 位为 0
第 2172 行数据的第 6 位为 0
第 2172 行数据的第 7 位为 0
第 2173 行数据的第 0 位为 0
第 2173 行数据的第 1 位为 0
第 2173 行数据的第 2 位为 0
第 2173 行数据的第 3 位为 0
第 2173 行数据的第 4 位为 0
第 2173 行数据的第 5 位为 0
第 2173 行数据的第 6 位为 0
第 2173 行数据的第 7 位为 0
第 2174 行数据的第 0 位为 0
第 2174 行数据的第 1 位为 0
第 2174 行数据的第 2 位为 0
第 2174 行数据的第 3 位为 0
第 2174 行数据的第 4 位为 0
第 2174 行数据的第 5 位为 0
第 2174 行数据的第 6 位为 0
第 2174 行数据的第 7 位为 0
第 2175 行数据的第 0 位为 0
第 2175 行数据的第 1 位为 0
第 2175 行数据的第 2 位为 0
第 2175 行数据的第 3 位为 0
第 2175 行数据的第 4 位为 0
第 2175 行数据的第 5 位为 0
第 2175 行数据的第 6 位为 0
第 2175 行数据的第 7 位为 0
第 2176 行数据的第 0 位为 0
第 2176 行数据的第 1 位为 1
第 2176 行数据的第 2 位为 1
第 2176 行数据的第 3 位为 1
第 2176 行数据的第 4 位为 1
第 2176 行数据的第 5 位为 1
第 2176 行数据的第 6 位为 1
第 2176 行数据的第 7 位为 1
第 2177 行数据的第 0 位为 0
第 2177 行数据的第 1 位为 0
第 2177 行数据的第 2 位为 0
第 2177 行数据的第 3 位为 0
第 2177 行数据的第 4 位为 0
第 2177 行数据的第 5 位为 0
第 2177 行数据的第 6 位为 0
第 2177 行数据的第 7 位为 0
第 2178 行数据的第 0 位为 1
第 2178 行数据的第 1 位为 0
第 2178 行数据的第 2 位为 0
第 2178 行数据的第 3 位为 0
第 2178 行数据的第 4 位为 0
第 2178 行数据的第 5 位为 0
第 2178 行数据的第 6 位为 0
第 2178 行数据的第 7 位为 1
第 2179 行数据的第 0 位为 0
第 2179 行数据的第 1 位为 0
第 2179 行数据的第 2 位为 0
第 2179 行数据的第 3 位为 0
第 2179 行数据的第 4 位为 0
第 2179 行数据的第 5 位为 0
第 2179 行数据的第 6 位为 0
第 2179 行数据的第 7 位为 0
第 2180 行数据的第 0 位为 0
第 2180 行数据的第 1 位为 1
第 2180 行数据的第 2 位为 1
第 2180 行数据的第 3 位为 1
第 2180 行数据的第 4 位为 1
第 2180 行数据的第 5 位为 1
第 2180 行数据的第 6 位为 1
第 2180 行数据的第 7 位为 1
第 2181 行数据的第 0 位为 0
第 2181 行数据的第 1 位为 0
第 2181 行数据的第 2 位为 0
第 2181 行数据的第 3 位为 0
第 2181 行数据的第 4 位为 0
第 2181 行数据的第 5 位为 0
第 2181 行数据的第 6 位为 0
第 2181 行数据的第 7 位为 0
第 2182 行数据的第 0 位为 1
第 2182 行数据的第 1 位为 0
第 2182 行数据的第 2 位为 0
第 2182 行数据的第 3 位为 0
第 2182 行数据的第 4 位为 0
第 2182 行数据的第 5 位为 0
第 2182 行数据的第 6 位为 0
第 2182 行数据的第 7 位为 1
第 2183 行数据的第 0 位为 0
第 2183 行数据的第 1 位为 0
第 2183 行数据的第 2 位为 0
第 2183 行数据的第 3 位为 0
第 2183 行数据的第 4 位为 0
第 2183 行数据的第 5 位为 0
第 2183 行数据的第 6 位为 0
第 2183 行数据的第 7 位为 0
第 2184 行数据的第 0 位为 0
第 2184 行数据的第 1 位为 1
第 2184 行数据的第 2 位为 1
第 2184 行数据的第 3 位为 1
第 2184 行数据的第 4 位为 1
第 2184 行数据的第 5 位为 1
第 2184 行数据的第 6 位为 1
第 2184 行数据的第 7 位为 1
第 2185 行数据的第 0 位为 0
第 2185 行数据的第 1 位为 0
第 2185 行数据的第 2 位为 0
第 2185 行数据的第 3 位为 0
第 2185 行数据的第 4 位为 0
第 2185 行数据的第 5 位为 0
第 2185 行数据的第 6 位为 0
第 2185 行数据的第 7 位为 0
第 2186 行数据的第 0 位为 1
第 2186 行数据的第 1 位为 0
第 2186 行数据的第 2 位为 0
第 2186 行数据的第 3 位为 0
第 2186 行数据的第 4 位为 0
第 2186 行数据的第 5 位为 0
第 2186 行数据的第 6 位为 0
第 2186 行数据的第 7 位为 1
第 2187 行数据的第 0 位为 0
第 2187 行数据的第 1 位为 0
第 2187 行数据的第 2 位为 0
第 2187 行数据的第 3 位为 0
第 2187 行数据的第 4 位为 0
第 2187 行数据的第 5 位为 0
第 2187 行数据的第 6 位为 0
第 2187 行数据的第 7 位为 0
第 2188 行数据的第 0 位为 0
第 2188 行数据的第 1 位为 1
第 2188 行数据的第 2 位为 1
第 2188 行数据的第 3 位为 1
第 2188 行数据的第 4 位为 1
第 2188 行数据的第 5 位为 1
第 2188 行数据的第 6 位为 1
第 2188 行数据的第 7 位为 1
第 2189 行数据的第 0 位为 0
第 2189 行数据的第 1 位为 0
第 2189 行数据的第 2 位为 0
第 2189 行数据的第 3 位为 0
第 2189 行数据的第 4 位为 0
第 2189 行数据的第 5 位为 0
第 2189 行数据的第 6 位为 0
第 2189 行数据的第 7 位为 0
第 2190 行数据的第 0 位为 1
第 2190 行数据的第 1 位为 0
第 2190 行数据的第 2 位为 0
第 2190 行数据的第 3 位为 0
第 2190 行数据的第 4 位为 0
第 2190 行数据的第 5 位为 0
第 2190 行数据的第 6 位为 0
第 2190 行数据的第 7 位为 1
第 2191 行数据的第 0 位为 0
第 2191 行数据的第 1 位为 0
第 2191 行数据的第 2 位为 0
第 2191 行数据的第 3 位为 0
第 2191 行数据的第 4 位为 0
第 2191 行数据的第 5 位为 0
第 2191 行数据的第 6 位为 0
第 2191 行数据的第 7 位为 0
第 2192 行数据的第 0 位为 0
第 2192 行数据的第 1 位为 1
第 2192 行数据的第 2 位为 1
第 2192 行数据的第 3 位为 1
第 2192 行数据的第 4 位为 1
第 2192 行数据的第 5 位为 1
第 2192 行数据的第 6 位为 1
第 2192 行数据的第 7 位为 1
第 2193 行数据的第 0 位为 0
第 2193 行数据的第 1 位为 0
第 2193 行数据的第 2 位为 0
第 2193 行数据的第 3 位为 0
第 2193 行数据的第 4 位为 0
第 2193 行数据的第 5 位为 0
第 2193 行数据的第 6 位为 0
