Time resolution is 1 ps
第 4177 行数据的第 4 位为 0
第 4177 行数据的第 5 位为 0
第 4177 行数据的第 6 位为 0
第 4177 行数据的第 7 位为 0
第 4178 行数据的第 0 位为 1
第 4178 行数据的第 1 位为 0
第 4178 行数据的第 2 位为 0
第 4178 行数据的第 3 位为 0
第 4178 行数据的第 4 位为 0
第 4178 行数据的第 5 位为 0
第 4178 行数据的第 6 位为 0
第 4178 行数据的第 7 位为 1
第 4179 行数据的第 0 位为 0
第 4179 行数据的第 1 位为 0
第 4179 行数据的第 2 位为 0
第 4179 行数据的第 3 位为 0
第 4179 行数据的第 4 位为 0
第 4179 行数据的第 5 位为 0
第 4179 行数据的第 6 位为 0
第 4179 行数据的第 7 位为 0
第 4180 行数据的第 0 位为 0
第 4180 行数据的第 1 位为 1
第 4180 行数据的第 2 位为 1
第 4180 行数据的第 3 位为 1
第 4180 行数据的第 4 位为 1
第 4180 行数据的第 5 位为 1
第 4180 行数据的第 6 位为 1
第 4180 行数据的第 7 位为 1
第 4181 行数据的第 0 位为 0
第 4181 行数据的第 1 位为 0
第 4181 行数据的第 2 位为 0
第 4181 行数据的第 3 位为 0
第 4181 行数据的第 4 位为 0
第 4181 行数据的第 5 位为 0
第 4181 行数据的第 6 位为 0
第 4181 行数据的第 7 位为 0
第 4182 行数据的第 0 位为 1
第 4182 行数据的第 1 位为 0
第 4182 行数据的第 2 位为 0
第 4182 行数据的第 3 位为 0
第 4182 行数据的第 4 位为 0
第 4182 行数据的第 5 位为 0
第 4182 行数据的第 6 位为 0
第 4182 行数据的第 7 位为 1
第 4183 行数据的第 0 位为 0
第 4183 行数据的第 1 位为 0
第 4183 行数据的第 2 位为 0
第 4183 行数据的第 3 位为 0
第 4183 行数据的第 4 位为 0
第 4183 行数据的第 5 位为 0
第 4183 行数据的第 6 位为 0
第 4183 行数据的第 7 位为 0
第 4184 行数据的第 0 位为 0
第 4184 行数据的第 1 位为 0
第 4184 行数据的第 2 位为 0
第 4184 行数据的第 3 位为 0
第 4184 行数据的第 4 位为 0
第 4184 行数据的第 5 位为 0
第 4184 行数据的第 6 位为 0
第 4184 行数据的第 7 位为 0
第 4185 行数据的第 0 位为 0
第 4185 行数据的第 1 位为 0
第 4185 行数据的第 2 位为 0
第 4185 行数据的第 3 位为 0
第 4185 行数据的第 4 位为 0
第 4185 行数据的第 5 位为 0
第 4185 行数据的第 6 位为 0
第 4185 行数据的第 7 位为 0
第 4186 行数据的第 0 位为 0
第 4186 行数据的第 1 位为 0
第 4186 行数据的第 2 位为 0
第 4186 行数据的第 3 位为 0
第 4186 行数据的第 4 位为 0
第 4186 行数据的第 5 位为 0
第 4186 行数据的第 6 位为 0
第 4186 行数据的第 7 位为 0
第 4187 行数据的第 0 位为 0
第 4187 行数据的第 1 位为 0
第 4187 行数据的第 2 位为 0
第 4187 行数据的第 3 位为 0
第 4187 行数据的第 4 位为 0
第 4187 行数据的第 5 位为 0
第 4187 行数据的第 6 位为 0
第 4187 行数据的第 7 位为 0
第 4188 行数据的第 0 位为 0
第 4188 行数据的第 1 位为 0
第 4188 行数据的第 2 位为 0
第 4188 行数据的第 3 位为 0
第 4188 行数据的第 4 位为 0
第 4188 行数据的第 5 位为 0
第 4188 行数据的第 6 位为 0
第 4188 行数据的第 7 位为 0
第 4189 行数据的第 0 位为 0
第 4189 行数据的第 1 位为 0
第 4189 行数据的第 2 位为 0
第 4189 行数据的第 3 位为 0
第 4189 行数据的第 4 位为 0
第 4189 行数据的第 5 位为 0
第 4189 行数据的第 6 位为 0
第 4189 行数据的第 7 位为 0
第 4190 行数据的第 0 位为 0
第 4190 行数据的第 1 位为 0
第 4190 行数据的第 2 位为 0
第 4190 行数据的第 3 位为 0
第 4190 行数据的第 4 位为 0
第 4190 行数据的第 5 位为 0
第 4190 行数据的第 6 位为 0
第 4190 行数据的第 7 位为 0
第 4191 行数据的第 0 位为 0
第 4191 行数据的第 1 位为 0
第 4191 行数据的第 2 位为 0
第 4191 行数据的第 3 位为 0
第 4191 行数据的第 4 位为 0
第 4191 行数据的第 5 位为 0
第 4191 行数据的第 6 位为 0
第 4191 行数据的第 7 位为 0
第 4192 行数据的第 0 位为 0
第 4192 行数据的第 1 位为 1
第 4192 行数据的第 2 位为 1
第 4192 行数据的第 3 位为 1
第 4192 行数据的第 4 位为 1
第 4192 行数据的第 5 位为 1
第 4192 行数据的第 6 位为 1
第 4192 行数据的第 7 位为 1
第 4193 行数据的第 0 位为 0
第 4193 行数据的第 1 位为 0
第 4193 行数据的第 2 位为 0
第 4193 行数据的第 3 位为 0
第 4193 行数据的第 4 位为 0
第 4193 行数据的第 5 位为 0
第 4193 行数据的第 6 位为 0
第 4193 行数据的第 7 位为 0
第 4194 行数据的第 0 位为 1
第 4194 行数据的第 1 位为 0
第 4194 行数据的第 2 位为 0
第 4194 行数据的第 3 位为 0
第 4194 行数据的第 4 位为 0
第 4194 行数据的第 5 位为 0
第 4194 行数据的第 6 位为 0
第 4194 行数据的第 7 位为 1
第 4195 行数据的第 0 位为 0
第 4195 行数据的第 1 位为 0
第 4195 行数据的第 2 位为 0
第 4195 行数据的第 3 位为 0
第 4195 行数据的第 4 位为 0
第 4195 行数据的第 5 位为 0
第 4195 行数据的第 6 位为 0
第 4195 行数据的第 7 位为 0
第 4196 行数据的第 0 位为 0
第 4196 行数据的第 1 位为 1
第 4196 行数据的第 2 位为 1
第 4196 行数据的第 3 位为 1
第 4196 行数据的第 4 位为 1
第 4196 行数据的第 5 位为 1
第 4196 行数据的第 6 位为 1
第 4196 行数据的第 7 位为 1
第 4197 行数据的第 0 位为 0
第 4197 行数据的第 1 位为 0
第 4197 行数据的第 2 位为 0
第 4197 行数据的第 3 位为 0
第 4197 行数据的第 4 位为 0
第 4197 行数据的第 5 位为 0
第 4197 行数据的第 6 位为 0
第 4197 行数据的第 7 位为 0
第 4198 行数据的第 0 位为 1
第 4198 行数据的第 1 位为 0
第 4198 行数据的第 2 位为 0
第 4198 行数据的第 3 位为 0
第 4198 行数据的第 4 位为 0
第 4198 行数据的第 5 位为 0
第 4198 行数据的第 6 位为 0
第 4198 行数据的第 7 位为 1
第 4199 行数据的第 0 位为 0
第 4199 行数据的第 1 位为 0
第 4199 行数据的第 2 位为 0
第 4199 行数据的第 3 位为 0
第 4199 行数据的第 4 位为 0
第 4199 行数据的第 5 位为 0
第 4199 行数据的第 6 位为 0
第 4199 行数据的第 7 位为 0
第 4200 行数据的第 0 位为 0
第 4200 行数据的第 1 位为 1
第 4200 行数据的第 2 位为 1
第 4200 行数据的第 3 位为 1
第 4200 行数据的第 4 位为 1
第 4200 行数据的第 5 位为 1
第 4200 行数据的第 6 位为 1
第 4200 行数据的第 7 位为 1
第 4201 行数据的第 0 位为 0
第 4201 行数据的第 1 位为 0
第 4201 行数据的第 2 位为 0
第 4201 行数据的第 3 位为 0
第 4201 行数据的第 4 位为 0
第 4201 行数据的第 5 位为 0
第 4201 行数据的第 6 位为 0
第 4201 行数据的第 7 位为 0
第 4202 行数据的第 0 位为 1
第 4202 行数据的第 1 位为 0
第 4202 行数据的第 2 位为 0
第 4202 行数据的第 3 位为 0
第 4202 行数据的第 4 位为 0
第 4202 行数据的第 5 位为 0
第 4202 行数据的第 6 位为 0
第 4202 行数据的第 7 位为 1
第 4203 行数据的第 0 位为 0
第 4203 行数据的第 1 位为 0
第 4203 行数据的第 2 位为 0
第 4203 行数据的第 3 位为 0
第 4203 行数据的第 4 位为 0
第 4203 行数据的第 5 位为 0
第 4203 行数据的第 6 位为 0
第 4203 行数据的第 7 位为 0
第 4204 行数据的第 0 位为 0
第 4204 行数据的第 1 位为 1
第 4204 行数据的第 2 位为 1
第 4204 行数据的第 3 位为 1
第 4204 行数据的第 4 位为 1
第 4204 行数据的第 5 位为 1
第 4204 行数据的第 6 位为 1
第 4204 行数据的第 7 位为 1
第 4205 行数据的第 0 位为 0
第 4205 行数据的第 1 位为 0
第 4205 行数据的第 2 位为 0
第 4205 行数据的第 3 位为 0
第 4205 行数据的第 4 位为 0
第 4205 行数据的第 5 位为 0
第 4205 行数据的第 6 位为 0
第 4205 行数据的第 7 位为 0
第 4206 行数据的第 0 位为 1
第 4206 行数据的第 1 位为 0
第 4206 行数据的第 2 位为 0
第 4206 行数据的第 3 位为 0
第 4206 行数据的第 4 位为 0
第 4206 行数据的第 5 位为 0
第 4206 行数据的第 6 位为 0
第 4206 行数据的第 7 位为 1
第 4207 行数据的第 0 位为 0
第 4207 行数据的第 1 位为 0
第 4207 行数据的第 2 位为 0
第 4207 行数据的第 3 位为 0
第 4207 行数据的第 4 位为 0
第 4207 行数据的第 5 位为 0
第 4207 行数据的第 6 位为 0
第 4207 行数据的第 7 位为 0
第 4208 行数据的第 0 位为 0
第 4208 行数据的第 1 位为 0
第 4208 行数据的第 2 位为 0
第 4208 行数据的第 3 位为 0
第 4208 行数据的第 4 位为 0
第 4208 行数据的第 5 位为 0
第 4208 行数据的第 6 位为 0
第 4208 行数据的第 7 位为 0
第 4209 行数据的第 0 位为 0
第 4209 行数据的第 1 位为 0
第 4209 行数据的第 2 位为 0
第 4209 行数据的第 3 位为 0
第 4209 行数据的第 4 位为 0
第 4209 行数据的第 5 位为 0
第 4209 行数据的第 6 位为 0
第 4209 行数据的第 7 位为 0
第 4210 行数据的第 0 位为 0
第 4210 行数据的第 1 位为 0
第 4210 行数据的第 2 位为 0
第 4210 行数据的第 3 位为 0
第 4210 行数据的第 4 位为 0
第 4210 行数据的第 5 位为 0
第 4210 行数据的第 6 位为 0
第 4210 行数据的第 7 位为 0
第 4211 行数据的第 0 位为 0
第 4211 行数据的第 1 位为 0
第 4211 行数据的第 2 位为 0
第 4211 行数据的第 3 位为 0
第 4211 行数据的第 4 位为 0
第 4211 行数据的第 5 位为 0
第 4211 行数据的第 6 位为 0
第 4211 行数据的第 7 位为 0
第 4212 行数据的第 0 位为 0
第 4212 行数据的第 1 位为 0
第 4212 行数据的第 2 位为 0
第 4212 行数据的第 3 位为 0
第 4212 行数据的第 4 位为 0
第 4212 行数据的第 5 位为 0
第 4212 行数据的第 6 位为 0
第 4212 行数据的第 7 位为 0
第 4213 行数据的第 0 位为 0
第 4213 行数据的第 1 位为 0
第 4213 行数据的第 2 位为 0
第 4213 行数据的第 3 位为 0
第 4213 行数据的第 4 位为 0
第 4213 行数据的第 5 位为 0
第 4213 行数据的第 6 位为 0
第 4213 行数据的第 7 位为 0
第 4214 行数据的第 0 位为 0
第 4214 行数据的第 1 位为 0
第 4214 行数据的第 2 位为 0
第 4214 行数据的第 3 位为 0
第 4214 行数据的第 4 位为 0
第 4214 行数据的第 5 位为 0
第 4214 行数据的第 6 位为 0
第 4214 行数据的第 7 位为 0
第 4215 行数据的第 0 位为 0
第 4215 行数据的第 1 位为 0
第 4215 行数据的第 2 位为 0
第 4215 行数据的第 3 位为 0
第 4215 行数据的第 4 位为 0
第 4215 行数据的第 5 位为 0
第 4215 行数据的第 6 位为 0
第 4215 行数据的第 7 位为 0
第 4216 行数据的第 0 位为 0
第 4216 行数据的第 1 位为 0
第 4216 行数据的第 2 位为 0
第 4216 行数据的第 3 位为 0
第 4216 行数据的第 4 位为 0
第 4216 行数据的第 5 位为 0
第 4216 行数据的第 6 位为 0
第 4216 行数据的第 7 位为 0
第 4217 行数据的第 0 位为 0
第 4217 行数据的第 1 位为 0
第 4217 行数据的第 2 位为 0
第 4217 行数据的第 3 位为 0
第 4217 行数据的第 4 位为 0
第 4217 行数据的第 5 位为 0
第 4217 行数据的第 6 位为 0
第 4217 行数据的第 7 位为 0
第 4218 行数据的第 0 位为 0
第 4218 行数据的第 1 位为 0
第 4218 行数据的第 2 位为 0
第 4218 行数据的第 3 位为 0
第 4218 行数据的第 4 位为 0
第 4218 行数据的第 5 位为 0
第 4218 行数据的第 6 位为 0
第 4218 行数据的第 7 位为 0
第 4219 行数据的第 0 位为 0
第 4219 行数据的第 1 位为 0
第 4219 行数据的第 2 位为 0
第 4219 行数据的第 3 位为 0
第 4219 行数据的第 4 位为 0
第 4219 行数据的第 5 位为 0
第 4219 行数据的第 6 位为 0
第 4219 行数据的第 7 位为 0
第 4220 行数据的第 0 位为 0
第 4220 行数据的第 1 位为 0
第 4220 行数据的第 2 位为 0
第 4220 行数据的第 3 位为 0
第 4220 行数据的第 4 位为 0
第 4220 行数据的第 5 位为 0
第 4220 行数据的第 6 位为 0
第 4220 行数据的第 7 位为 0
第 4221 行数据的第 0 位为 0
第 4221 行数据的第 1 位为 0
第 4221 行数据的第 2 位为 0
第 4221 行数据的第 3 位为 0
第 4221 行数据的第 4 位为 0
第 4221 行数据的第 5 位为 0
第 4221 行数据的第 6 位为 0
第 4221 行数据的第 7 位为 0
第 4222 行数据的第 0 位为 0
第 4222 行数据的第 1 位为 0
第 4222 行数据的第 2 位为 0
第 4222 行数据的第 3 位为 0
第 4222 行数据的第 4 位为 0
第 4222 行数据的第 5 位为 0
第 4222 行数据的第 6 位为 0
第 4222 行数据的第 7 位为 0
第 4223 行数据的第 0 位为 0
第 4223 行数据的第 1 位为 0
第 4223 行数据的第 2 位为 0
第 4223 行数据的第 3 位为 0
第 4223 行数据的第 4 位为 0
第 4223 行数据的第 5 位为 0
第 4223 行数据的第 6 位为 0
第 4223 行数据的第 7 位为 0
第 4224 行数据的第 0 位为 0
第 4224 行数据的第 1 位为 1
第 4224 行数据的第 2 位为 1
第 4224 行数据的第 3 位为 1
第 4224 行数据的第 4 位为 1
第 4224 行数据的第 5 位为 1
第 4224 行数据的第 6 位为 1
第 4224 行数据的第 7 位为 1
第 4225 行数据的第 0 位为 0
第 4225 行数据的第 1 位为 0
第 4225 行数据的第 2 位为 0
第 4225 行数据的第 3 位为 0
第 4225 行数据的第 4 位为 0
第 4225 行数据的第 5 位为 0
第 4225 行数据的第 6 位为 0
第 4225 行数据的第 7 位为 0
第 4226 行数据的第 0 位为 1
第 4226 行数据的第 1 位为 0
第 4226 行数据的第 2 位为 0
第 4226 行数据的第 3 位为 0
第 4226 行数据的第 4 位为 0
第 4226 行数据的第 5 位为 0
第 4226 行数据的第 6 位为 0
第 4226 行数据的第 7 位为 1
第 4227 行数据的第 0 位为 0
第 4227 行数据的第 1 位为 0
第 4227 行数据的第 2 位为 0
第 4227 行数据的第 3 位为 0
第 4227 行数据的第 4 位为 0
第 4227 行数据的第 5 位为 0
第 4227 行数据的第 6 位为 0
第 4227 行数据的第 7 位为 0
第 4228 行数据的第 0 位为 0
第 4228 行数据的第 1 位为 1
第 4228 行数据的第 2 位为 1
第 4228 行数据的第 3 位为 1
第 4228 行数据的第 4 位为 1
第 4228 行数据的第 5 位为 1
第 4228 行数据的第 6 位为 1
第 4228 行数据的第 7 位为 1
第 4229 行数据的第 0 位为 0
第 4229 行数据的第 1 位为 0
第 4229 行数据的第 2 位为 0
第 4229 行数据的第 3 位为 0
第 4229 行数据的第 4 位为 0
第 4229 行数据的第 5 位为 0
第 4229 行数据的第 6 位为 0
第 4229 行数据的第 7 位为 0
第 4230 行数据的第 0 位为 1
第 4230 行数据的第 1 位为 0
第 4230 行数据的第 2 位为 0
第 4230 行数据的第 3 位为 0
第 4230 行数据的第 4 位为 0
第 4230 行数据的第 5 位为 0
第 4230 行数据的第 6 位为 0
第 4230 行数据的第 7 位为 1
第 4231 行数据的第 0 位为 0
第 4231 行数据的第 1 位为 0
第 4231 行数据的第 2 位为 0
第 4231 行数据的第 3 位为 0
第 4231 行数据的第 4 位为 0
第 4231 行数据的第 5 位为 0
第 4231 行数据的第 6 位为 0
第 4231 行数据的第 7 位为 0
第 4232 行数据的第 0 位为 0
第 4232 行数据的第 1 位为 1
第 4232 行数据的第 2 位为 1
第 4232 行数据的第 3 位为 1
第 4232 行数据的第 4 位为 1
第 4232 行数据的第 5 位为 1
第 4232 行数据的第 6 位为 1
第 4232 行数据的第 7 位为 1
第 4233 行数据的第 0 位为 0
第 4233 行数据的第 1 位为 0
第 4233 行数据的第 2 位为 0
第 4233 行数据的第 3 位为 0
第 4233 行数据的第 4 位为 0
第 4233 行数据的第 5 位为 0
第 4233 行数据的第 6 位为 0
第 4233 行数据的第 7 位为 0
第 4234 行数据的第 0 位为 1
第 4234 行数据的第 1 位为 0
第 4234 行数据的第 2 位为 0
第 4234 行数据的第 3 位为 0
第 4234 行数据的第 4 位为 0
第 4234 行数据的第 5 位为 0
第 4234 行数据的第 6 位为 0
第 4234 行数据的第 7 位为 1
第 4235 行数据的第 0 位为 0
第 4235 行数据的第 1 位为 0
第 4235 行数据的第 2 位为 0
第 4235 行数据的第 3 位为 0
第 4235 行数据的第 4 位为 0
第 4235 行数据的第 5 位为 0
第 4235 行数据的第 6 位为 0
第 4235 行数据的第 7 位为 0
第 4236 行数据的第 0 位为 0
第 4236 行数据的第 1 位为 1
第 4236 行数据的第 2 位为 1
第 4236 行数据的第 3 位为 1
第 4236 行数据的第 4 位为 1
第 4236 行数据的第 5 位为 1
第 4236 行数据的第 6 位为 1
第 4236 行数据的第 7 位为 1
第 4237 行数据的第 0 位为 0
第 4237 行数据的第 1 位为 0
第 4237 行数据的第 2 位为 0
第 4237 行数据的第 3 位为 0
第 4237 行数据的第 4 位为 0
第 4237 行数据的第 5 位为 0
第 4237 行数据的第 6 位为 0
第 4237 行数据的第 7 位为 0
第 4238 行数据的第 0 位为 1
第 4238 行数据的第 1 位为 0
第 4238 行数据的第 2 位为 0
第 4238 行数据的第 3 位为 0
第 4238 行数据的第 4 位为 0
第 4238 行数据的第 5 位为 0
第 4238 行数据的第 6 位为 0
第 4238 行数据的第 7 位为 1
第 4239 行数据的第 0 位为 0
第 4239 行数据的第 1 位为 0
第 4239 行数据的第 2 位为 0
第 4239 行数据的第 3 位为 0
第 4239 行数据的第 4 位为 0
第 4239 行数据的第 5 位为 0
第 4239 行数据的第 6 位为 0
第 4239 行数据的第 7 位为 0
第 4240 行数据的第 0 位为 0
第 4240 行数据的第 1 位为 1
第 4240 行数据的第 2 位为 1
第 4240 行数据的第 3 位为 1
第 4240 行数据的第 4 位为 1
第 4240 行数据的第 5 位为 1
第 4240 行数据的第 6 位为 1
第 4240 行数据的第 7 位为 1
第 4241 行数据的第 0 位为 0
第 4241 行数据的第 1 位为 0
第 4241 行数据的第 2 位为 0
第 4241 行数据的第 3 位为 0
第 4241 行数据的第 4 位为 0
第 4241 行数据的第 5 位为 0
第 4241 行数据的第 6 位为 0
第 4241 行数据的第 7 位为 0
第 4242 行数据的第 0 位为 1
第 4242 行数据的第 1 位为 0
第 4242 行数据的第 2 位为 0
第 4242 行数据的第 3 位为 0
第 4242 行数据的第 4 位为 0
第 4242 行数据的第 5 位为 0
第 4242 行数据的第 6 位为 0
第 4242 行数据的第 7 位为 1
第 4243 行数据的第 0 位为 0
第 4243 行数据的第 1 位为 0
第 4243 行数据的第 2 位为 0
第 4243 行数据的第 3 位为 0
第 4243 行数据的第 4 位为 0
第 4243 行数据的第 5 位为 0
第 4243 行数据的第 6 位为 0
第 4243 行数据的第 7 位为 0
第 4244 行数据的第 0 位为 0
第 4244 行数据的第 1 位为 1
第 4244 行数据的第 2 位为 1
第 4244 行数据的第 3 位为 1
第 4244 行数据的第 4 位为 1
第 4244 行数据的第 5 位为 1
第 4244 行数据的第 6 位为 1
第 4244 行数据的第 7 位为 1
第 4245 行数据的第 0 位为 0
第 4245 行数据的第 1 位为 0
第 4245 行数据的第 2 位为 0
第 4245 行数据的第 3 位为 0
第 4245 行数据的第 4 位为 0
第 4245 行数据的第 5 位为 0
第 4245 行数据的第 6 位为 0
第 4245 行数据的第 7 位为 0
第 4246 行数据的第 0 位为 1
第 4246 行数据的第 1 位为 0
第 4246 行数据的第 2 位为 0
第 4246 行数据的第 3 位为 0
第 4246 行数据的第 4 位为 0
第 4246 行数据的第 5 位为 0
第 4246 行数据的第 6 位为 0
第 4246 行数据的第 7 位为 1
第 4247 行数据的第 0 位为 0
第 4247 行数据的第 1 位为 0
第 4247 行数据的第 2 位为 0
第 4247 行数据的第 3 位为 0
第 4247 行数据的第 4 位为 0
第 4247 行数据的第 5 位为 0
第 4247 行数据的第 6 位为 0
第 4247 行数据的第 7 位为 0
第 4248 行数据的第 0 位为 0
第 4248 行数据的第 1 位为 0
第 4248 行数据的第 2 位为 0
第 4248 行数据的第 3 位为 0
第 4248 行数据的第 4 位为 0
第 4248 行数据的第 5 位为 0
第 4248 行数据的第 6 位为 0
第 4248 行数据的第 7 位为 0
第 4249 行数据的第 0 位为 0
第 4249 行数据的第 1 位为 0
第 4249 行数据的第 2 位为 0
第 4249 行数据的第 3 位为 0
第 4249 行数据的第 4 位为 0
第 4249 行数据的第 5 位为 0
第 4249 行数据的第 6 位为 0
第 4249 行数据的第 7 位为 0
第 4250 行数据的第 0 位为 0
第 4250 行数据的第 1 位为 0
第 4250 行数据的第 2 位为 0
第 4250 行数据的第 3 位为 0
第 4250 行数据的第 4 位为 0
第 4250 行数据的第 5 位为 0
第 4250 行数据的第 6 位为 0
第 4250 行数据的第 7 位为 0
第 4251 行数据的第 0 位为 0
第 4251 行数据的第 1 位为 0
第 4251 行数据的第 2 位为 0
第 4251 行数据的第 3 位为 0
第 4251 行数据的第 4 位为 0
第 4251 行数据的第 5 位为 0
第 4251 行数据的第 6 位为 0
第 4251 行数据的第 7 位为 0
第 4252 行数据的第 0 位为 0
第 4252 行数据的第 1 位为 0
第 4252 行数据的第 2 位为 0
第 4252 行数据的第 3 位为 0
第 4252 行数据的第 4 位为 0
第 4252 行数据的第 5 位为 0
第 4252 行数据的第 6 位为 0
第 4252 行数据的第 7 位为 0
第 4253 行数据的第 0 位为 0
第 4253 行数据的第 1 位为 0
第 4253 行数据的第 2 位为 0
第 4253 行数据的第 3 位为 0
第 4253 行数据的第 4 位为 0
第 4253 行数据的第 5 位为 0
第 4253 行数据的第 6 位为 0
第 4253 行数据的第 7 位为 0
第 4254 行数据的第 0 位为 0
第 4254 行数据的第 1 位为 0
第 4254 行数据的第 2 位为 0
第 4254 行数据的第 3 位为 0
第 4254 行数据的第 4 位为 0
第 4254 行数据的第 5 位为 0
第 4254 行数据的第 6 位为 0
第 4254 行数据的第 7 位为 0
第 4255 行数据的第 0 位为 0
第 4255 行数据的第 1 位为 0
第 4255 行数据的第 2 位为 0
第 4255 行数据的第 3 位为 0
第 4255 行数据的第 4 位为 0
第 4255 行数据的第 5 位为 0
第 4255 行数据的第 6 位为 0
第 4255 行数据的第 7 位为 0
第 4256 行数据的第 0 位为 0
第 4256 行数据的第 1 位为 1
第 4256 行数据的第 2 位为 1
第 4256 行数据的第 3 位为 1
第 4256 行数据的第 4 位为 1
第 4256 行数据的第 5 位为 1
第 4256 行数据的第 6 位为 1
第 4256 行数据的第 7 位为 1
第 4257 行数据的第 0 位为 0
第 4257 行数据的第 1 位为 0
第 4257 行数据的第 2 位为 0
第 4257 行数据的第 3 位为 0
第 4257 行数据的第 4 位为 0
第 4257 行数据的第 5 位为 0
第 4257 行数据的第 6 位为 0
第 4257 行数据的第 7 位为 0
第 4258 行数据的第 0 位为 1
第 4258 行数据的第 1 位为 0
第 4258 行数据的第 2 位为 0
第 4258 行数据的第 3 位为 0
第 4258 行数据的第 4 位为 0
第 4258 行数据的第 5 位为 0
第 4258 行数据的第 6 位为 0
第 4258 行数据的第 7 位为 1
第 4259 行数据的第 0 位为 0
第 4259 行数据的第 1 位为 0
第 4259 行数据的第 2 位为 0
第 4259 行数据的第 3 位为 0
第 4259 行数据的第 4 位为 0
第 4259 行数据的第 5 位为 0
第 4259 行数据的第 6 位为 0
第 4259 行数据的第 7 位为 0
第 4260 行数据的第 0 位为 0
第 4260 行数据的第 1 位为 1
第 4260 行数据的第 2 位为 1
第 4260 行数据的第 3 位为 1
第 4260 行数据的第 4 位为 1
第 4260 行数据的第 5 位为 1
第 4260 行数据的第 6 位为 1
第 4260 行数据的第 7 位为 1
第 4261 行数据的第 0 位为 0
第 4261 行数据的第 1 位为 0
第 4261 行数据的第 2 位为 0
第 4261 行数据的第 3 位为 0
第 4261 行数据的第 4 位为 0
第 4261 行数据的第 5 位为 0
第 4261 行数据的第 6 位为 0
第 4261 行数据的第 7 位为 0
第 4262 行数据的第 0 位为 1
第 4262 行数据的第 1 位为 0
第 4262 行数据的第 2 位为 0
第 4262 行数据的第 3 位为 0
第 4262 行数据的第 4 位为 0
第 4262 行数据的第 5 位为 0
第 4262 行数据的第 6 位为 0
第 4262 行数据的第 7 位为 1
第 4263 行数据的第 0 位为 0
第 4263 行数据的第 1 位为 0
第 4263 行数据的第 2 位为 0
第 4263 行数据的第 3 位为 0
第 4263 行数据的第 4 位为 0
第 4263 行数据的第 5 位为 0
第 4263 行数据的第 6 位为 0
第 4263 行数据的第 7 位为 0
第 4264 行数据的第 0 位为 0
第 4264 行数据的第 1 位为 1
第 4264 行数据的第 2 位为 1
第 4264 行数据的第 3 位为 1
第 4264 行数据的第 4 位为 1
第 4264 行数据的第 5 位为 1
第 4264 行数据的第 6 位为 1
第 4264 行数据的第 7 位为 1
第 4265 行数据的第 0 位为 0
第 4265 行数据的第 1 位为 0
第 4265 行数据的第 2 位为 0
第 4265 行数据的第 3 位为 0
第 4265 行数据的第 4 位为 0
第 4265 行数据的第 5 位为 0
第 4265 行数据的第 6 位为 0
第 4265 行数据的第 7 位为 0
第 4266 行数据的第 0 位为 1
第 4266 行数据的第 1 位为 0
第 4266 行数据的第 2 位为 0
第 4266 行数据的第 3 位为 0
第 4266 行数据的第 4 位为 0
第 4266 行数据的第 5 位为 0
第 4266 行数据的第 6 位为 0
第 4266 行数据的第 7 位为 1
第 4267 行数据的第 0 位为 0
第 4267 行数据的第 1 位为 0
第 4267 行数据的第 2 位为 0
第 4267 行数据的第 3 位为 0
第 4267 行数据的第 4 位为 0
第 4267 行数据的第 5 位为 0
第 4267 行数据的第 6 位为 0
第 4267 行数据的第 7 位为 0
第 4268 行数据的第 0 位为 0
第 4268 行数据的第 1 位为 1
第 4268 行数据的第 2 位为 1
第 4268 行数据的第 3 位为 1
第 4268 行数据的第 4 位为 1
第 4268 行数据的第 5 位为 1
第 4268 行数据的第 6 位为 1
第 4268 行数据的第 7 位为 1
第 4269 行数据的第 0 位为 0
第 4269 行数据的第 1 位为 0
第 4269 行数据的第 2 位为 0
第 4269 行数据的第 3 位为 0
第 4269 行数据的第 4 位为 0
第 4269 行数据的第 5 位为 0
第 4269 行数据的第 6 位为 0
第 4269 行数据的第 7 位为 0
第 4270 行数据的第 0 位为 1
第 4270 行数据的第 1 位为 0
第 4270 行数据的第 2 位为 0
第 4270 行数据的第 3 位为 0
第 4270 行数据的第 4 位为 0
第 4270 行数据的第 5 位为 0
第 4270 行数据的第 6 位为 0
第 4270 行数据的第 7 位为 1
第 4271 行数据的第 0 位为 0
第 4271 行数据的第 1 位为 0
第 4271 行数据的第 2 位为 0
第 4271 行数据的第 3 位为 0
第 4271 行数据的第 4 位为 0
第 4271 行数据的第 5 位为 0
第 4271 行数据的第 6 位为 0
第 4271 行数据的第 7 位为 0
第 4272 行数据的第 0 位为 0
第 4272 行数据的第 1 位为 0
第 4272 行数据的第 2 位为 0
第 4272 行数据的第 3 位为 0
第 4272 行数据的第 4 位为 0
第 4272 行数据的第 5 位为 0
第 4272 行数据的第 6 位为 0
第 4272 行数据的第 7 位为 0
第 4273 行数据的第 0 位为 0
第 4273 行数据的第 1 位为 0
第 4273 行数据的第 2 位为 0
第 4273 行数据的第 3 位为 0
第 4273 行数据的第 4 位为 0
第 4273 行数据的第 5 位为 0
第 4273 行数据的第 6 位为 0
第 4273 行数据的第 7 位为 0
第 4274 行数据的第 0 位为 0
第 4274 行数据的第 1 位为 0
第 4274 行数据的第 2 位为 0
第 4274 行数据的第 3 位为 0
第 4274 行数据的第 4 位为 0
